date,mean_equity,std_equity
2020-01-02,1.0,0.0
2020-01-03,0.9945478022045985,0.005170760341016171
2020-01-06,0.9967495449042151,0.006221185506492799
2020-01-07,0.9952353210718026,0.0065027773273172145
2020-01-08,0.9985781554404166,0.007868664734513933
2020-01-09,1.0034502540957722,0.008878054719256338
2020-01-10,1.001833659494427,0.00921922692125357
2020-01-13,1.0065912145293894,0.010851635654758293
2020-01-14,1.0053162497040486,0.010775297218485858
2020-01-15,1.0070199234457933,0.010865216444725913
2020-01-16,1.0132147248957266,0.011964712727382386
2020-01-17,1.0153599946750647,0.012256693734743982
2020-01-21,1.014090676658741,0.012602942467158632
2020-01-22,1.0141715521436283,0.012613127057998118
2020-01-23,1.0148106343605212,0.01260276678057221
2020-01-24,1.008119243930299,0.012928880197626787
2020-01-27,0.9964450305067387,0.014520701939806138
2020-01-28,1.0033283245416467,0.01609526761776463
2020-01-29,1.0026986956621067,0.016110565155848553
2020-01-30,1.0048104879521997,0.016110731013725135
2020-01-31,0.9927673187666405,0.021005150485119344
2020-02-03,0.9977206354535342,0.022354624677858207
2020-02-04,1.008226461827681,0.025611922081334886
2020-02-05,1.0171901608623195,0.026823117241564998
2020-02-06,1.0197261731875218,0.027103150266243277
2020-02-07,1.015986029120083,0.027660000642940396
2020-02-10,1.021292772219655,0.028224589784932808
2020-02-11,1.022374734391398,0.028362606073254356
2020-02-12,1.0263998808612016,0.029210537433996184
2020-02-13,1.025657388452969,0.029283306922436768
2020-02-14,1.0266735703343843,0.02924441039902039
2020-02-18,1.0245481705024053,0.028918580899877297
2020-02-19,1.0286568203871638,0.028910100545618406
2020-02-20,1.0259045308121264,0.028821323620702523
2020-02-21,1.0178696411940253,0.029247892748231117
2020-02-24,0.9942538037456905,0.03789093593758573
2020-02-25,0.974459853607215,0.045596824357847815
2020-02-26,0.9719597116405206,0.045738783859829664
2020-02-27,0.9412529673962973,0.05140163130608549
2020-02-28,0.9391626973703552,0.05151956229139491
2020-03-02,0.9648352842680352,0.06203605204298539
2020-03-03,0.9438654901333544,0.06359423311542974
2020-03-04,0.971879709368388,0.06324691893221634
2020-03-05,0.9509711212806239,0.06823867151497151
2020-03-06,0.9416535483532437,0.07054168191806144
2020-03-09,0.8865797602680259,0.08460755518837088
2020-03-10,0.9149522913175174,0.09414649067892336
2020-03-11,0.8840026426356021,0.10150317936326747
2020-03-12,0.8190740672290481,0.1016651802613485
2020-03-13,0.8722551300245881,0.1275237321789947
2020-03-16,0.8136052517503103,0.15098894412182143
2020-03-17,0.8495876195201736,0.1556733329797971
2020-03-18,0.8160321202490455,0.1511374288253555
2020-03-19,0.8172770054621995,0.1513823512973437
2020-03-20,0.7930095104695455,0.14626230277463872
2020-03-23,0.7771731409700315,0.14667016864007337
2020-03-24,0.8318377062951626,0.15839984099819923
2020-03-25,0.839687818204842,0.1592757586198901
2020-03-26,0.8718596738190033,0.17518777893852766
2020-03-27,0.8551079661519226,0.17605203943515013
2020-03-30,0.8745409185139518,0.18063628877967147
2020-03-31,0.8661647692350762,0.1791256895745249
2020-04-01,0.8411903989844898,0.18068961687151966
2020-04-02,0.8544333679626548,0.1833793182876544
2020-04-03,0.8441714878071268,0.18061798959310615
2020-04-06,0.8783881222140743,0.19187712891812062
2020-04-07,0.8789560222422317,0.19187962292747185
2020-04-08,0.9004892652121076,0.19770528042381436
2020-04-09,0.9093751943781233,0.19840391926299752
2020-04-13,0.9026480845791082,0.19616250027873472
2020-04-14,0.922413353845647,0.19956533820877914
2020-04-15,0.9080638470732183,0.19564546253221757
2020-04-16,0.911494064793705,0.19609543250333197
2020-04-17,0.9300847027294361,0.2014677931891281
2020-04-20,0.9207136461362394,0.19959517992730533
2020-04-21,0.903392140411654,0.20054070721617479
2020-04-22,0.9181661212769998,0.20387385157573576
2020-04-23,0.9181324107103053,0.20387215099789527
2020-04-24,0.9264045699472837,0.20534073454314947
2020-04-27,0.9357529494294486,0.2066004788128057
2020-04-28,0.932533697790054,0.20563375932263758
2020-04-29,0.951483841196513,0.21341014075769313
2020-04-30,0.9459238993600231,0.21368076740646788
2020-05-01,0.9304164450337399,0.21504102379608864
2020-05-04,0.9324217321983658,0.21568194331148177
2020-05-05,0.9385174918392626,0.21758077017313726
2020-05-06,0.9347165276252966,0.2171649545191332
2020-05-07,0.9441936187515992,0.22055759544201922
2020-05-08,0.956103882481157,0.22413423681982694
2020-05-11,0.956197122848866,0.22412312978250626
2020-05-12,0.9429078705349231,0.22173429877019457
2020-05-13,0.9336063836007171,0.22195382923578424
2020-05-14,0.939776058396914,0.22180370331458493
2020-05-15,0.9429675611441032,0.2226711015360895
2020-05-18,0.9646420484061765,0.227605601246941
2020-05-19,0.9571730214884062,0.22627295791484897
2020-05-20,0.9666406618446266,0.22796820342380442
2020-05-21,0.9617031586958511,0.22656057293508045
