group,pretrained,metric,mean,std
pre,True,total_return,0.3720924013004894,0.49068960281358664
pre,True,annualized_return,0.0699793162118263,0.09585611890015765
pre,True,sharpe,0.3107161822226907,0.4256610533708475
pre,True,max_drawdown,0.34607583269651526,0.09038549045473633
