Price,close,high,low,open,volume
Ticker,spy,spy,spy,spy,spy
Date,,,,,
2010-01-04,85.27922821044922,85.32437552721193,83.9097041055327,84.55684243718672,118944600
2010-01-05,85.50492095947266,85.54254752896688,84.91798321781695,85.22650501284588,111579900
2010-01-06,85.56513214111328,85.77582717886533,85.35443710336125,85.42215804792045,116074400
2010-01-07,85.92636108398438,86.03170864374681,85.16634876768842,85.40714401014705,131091100
2010-01-08,86.21229553222656,86.24992211760791,85.52753645817107,85.70060497249911,126402800
2010-01-11,86.33268737792969,86.63367706683287,85.96396524930574,86.59605622622514,106375700
2010-01-12,85.52755737304688,85.9414212083933,85.1964617119599,85.76082618462416,163333500
2010-01-13,86.24991607666016,86.49071127960713,85.30930891811566,85.74574627651234,161822000
2010-01-14,86.48318481445312,86.6412061281666,86.09941548628582,86.15208925752364,115718800
2010-01-15,85.51246643066406,86.41544688916983,85.18137091674075,86.33267875169874,212283100
2010-01-19,86.58102416992188,86.63369795227943,85.4748689994014,85.49744839842181,139172700
2010-01-20,85.70059967041016,86.12198984375853,85.01584063871904,85.99406864699355,216490200
2010-01-21,84.05261993408203,85.98650725262743,83.94727243353934,85.72313850127071,344859600
2010-01-22,82.17893981933594,84.08272719384193,82.08863949361309,83.67638433960217,345942400
2010-01-25,82.60037231445312,83.08196855817636,82.32948268006305,82.9314679379467,186937500
2010-01-26,82.25419616699219,83.12708218756343,82.05102758827816,82.27676981562604,211168800
2010-01-27,82.64550018310547,82.8336215952999,81.51677170993881,82.14885689922738,271863600
2010-01-28,81.69734191894531,82.96151765572043,81.2007045264666,82.91637036758823,316104000
2010-01-29,80.80945587158203,82.62294954595066,80.68153465350109,82.05105868610265,310677600
2010-02-01,82.06611633300781,82.07364280003371,80.89224008150707,81.38135709996979,187865000
2010-02-02,83.05937194824219,83.21739326098022,81.93064336496163,82.2165916136394,216327900
2010-02-03,82.64550018310547,83.134617003013,82.40470500513698,82.68312102093842,172730700
2010-02-04,80.0945816040039,82.04351685655097,80.07952867468879,82.00589601528401,356715700
2010-02-05,80.26009368896484,80.42563565074214,78.6949227148242,80.18484055787495,493585800
2010-02-08,79.68070983886719,80.76429107753295,79.62050960538348,80.32032153185341,224166900
2010-02-09,80.68153381347656,81.38134588411936,79.96666881085656,80.613807101602,337820500
2010-02-10,80.52350616455078,80.96747002589821,79.84626780392581,80.55360628513533,240511500
2010-02-11,81.36628723144531,81.45658759392542,79.95161599865659,80.4181592599539,223591600
2010-02-12,81.29856872558594,81.34371603768672,80.14726633892656,80.50845631775516,304622100
2010-02-16,82.57777404785156,82.6605479290577,81.13300297026984,81.91558873921242,159317500
2010-02-17,82.96908569335938,83.0819597112594,82.57778986344076,82.97660641781128,168845100
2010-02-18,83.45819091796875,83.63125941229276,82.8035262986743,82.8336264152981,193708600
2010-02-19,83.63127136230469,83.95484048598222,83.04433335679919,83.2399812723047,222684900
2010-02-22,83.64628601074219,83.96232852429208,83.39796443252081,83.93975487918257,132346900
2010-02-23,82.63044738769531,83.67640198189324,82.41222586027857,83.42055961658319,207497000
2010-02-24,83.39047241210938,83.52592007971691,82.66808676520608,82.87878186125987,176350700
2010-02-25,83.27755737304688,83.33775758255112,81.97576085331325,82.20150302744224,259634700
2010-02-26,83.33026885986328,83.61621711400521,82.85620491259034,83.35284251339857,173589300
2010-03-01,84.19561767578125,84.2783915553396,83.65382709722107,83.67640074782611,147709700
2010-03-02,84.42889404296875,84.83523701373724,84.27839919794798,84.55682097634778,160992400
2010-03-03,84.5041275024414,85.00829143081515,84.29342673112751,84.64709584957174,150785000
2010-03-04,84.7599868774414,84.8803873424114,84.30097015151108,84.61701276054208,135770400
2010-03-05,85.97148132324219,86.0392022727575,85.10612171970786,85.30929605027302,176118800
2010-03-08,85.98653411865234,86.17465553425725,85.8360392825724,85.97901339555534,114631200
2010-03-09,86.12952423095703,86.52834078756158,85.68556036334401,85.7307076743525,154556700
2010-03-10,86.51329040527344,86.7465591582246,86.0919002087137,86.16714763795495,186088800
2010-03-11,86.87447357177734,86.89705296569464,86.04674043279883,86.3101092850633,160791100
2010-03-12,86.88198852539062,87.26575779699336,86.64119335793609,87.25070486970952,162074800
2010-03-15,86.9045639038086,86.96476413212201,86.23485215159879,86.73149542366976,146816800
2010-03-16,87.59688568115234,87.67965384776618,86.90459429546446,87.14538955191753,168673000
2010-03-17,88.11605834960938,88.40200653802411,87.60436793671954,87.86021601366907,177468100
2010-03-18,88.07091522216797,88.2439836950243,87.71724607197088,88.1235889844733,196509100
2010-03-19,87.62513732910156,88.62250866061704,87.28512083777551,87.62513732910156,226641100
2010-03-22,88.09358978271484,88.25226759285404,87.07355191049592,87.12644259232499,184477800
2010-03-23,88.71315002441406,88.78870729687993,87.93489340052949,88.22201910641033,182941600
2010-03-24,88.28251647949219,88.72831446474876,87.3304838767854,88.38074618309572,196072600
2010-03-25,88.13893127441406,89.28741715446652,88.03314990775075,88.87940084105716,223396300
2010-03-26,88.08604431152344,88.72073253831022,87.73847612571367,88.30516451305289,205808500
2010-03-29,88.6451416015625,88.80381359804818,88.16912561210546,88.53180281417268,134513500
2010-03-30,88.70562744140625,89.0305290289263,88.3353926255145,88.75096066977795,145772500
2010-03-31,88.40339660644531,88.79629805491557,88.1087190789294,88.36561507126515,161078700
2010-04-01,89.00787353515625,89.34788431972939,88.47896082457726,89.00787353515625,161215200
2010-04-05,89.73320007324219,89.79364244081671,89.09850621417462,89.34785043611728,105847600
2010-04-06,89.94474792480469,90.10341992221787,89.37805974919326,89.47628362435849,110384200
2010-04-07,89.43096160888672,90.18654593761023,89.01538792222841,89.76342055821337,184576300
2010-04-08,89.74077606201172,89.89189643348915,88.85674350631648,89.12119695058607,158704000
2010-04-09,90.33010864257812,90.3678844001559,89.76342039705291,89.92964410676686,133006500
2010-04-12,90.47367858886719,90.70791368356664,90.33767316004716,90.44345451972366,110279000
2010-04-13,90.54167938232422,90.70035141342134,89.9145429513322,90.3830073512271,125043600
2010-04-14,91.56928253173828,91.56928253173828,90.73058332015252,90.87414044755728,161609000
2010-04-15,91.64484405517578,91.85640679135032,91.38794232935511,91.41816640090178,144615300
2010-04-16,90.1865463256836,91.64482431698099,89.72563942200689,91.3199228236458,366786700
2010-04-19,90.5265884399414,90.6172606665741,89.51410785014815,89.92212422301577,217947800
2010-04-20,91.33504486083984,91.41060791641974,90.57190872841862,91.09325807107882,157708000
2010-04-21,91.16883850097656,91.59952148246029,90.66259244951266,91.38795295702984,192910100
2010-04-22,91.44084167480469,91.5541805126773,90.00523561059417,90.52658504136376,115360300
2010-04-23,92.03773498535156,92.07551651164977,91.14614515243854,91.3803802391146,177335500
2010-04-26,91.69017791748047,92.27198121065662,91.59951146686245,92.06797016746157,143457300
2010-04-27,89.52164459228516,91.68261072938378,89.34785763928843,91.16126139969693,355853300
2010-04-28,90.20169067382812,90.42836836773373,89.36299127689188,89.95235212811582,300674100
2010-04-29,91.3199462890625,91.50884242059462,90.72303382166268,90.74570043510215,193775000
2010-04-30,89.7710189819336,91.43330882923343,89.74835236261677,91.33507912598854,270000900
2010-05-03,90.93461608886719,91.18396041953649,90.0656925443447,90.20169801883216,182747900
2010-05-04,88.79629516601562,89.93722946843288,88.34294558186757,89.92212031364413,360353400
2010-05-05,88.26737213134766,89.00784740289707,87.62512652423995,88.07091856711591,328973200
2010-05-06,85.335693359375,88.40336379686869,79.33635212539498,87.84423302456337,647356600
2010-05-07,84.06631469726562,85.9628272269141,82.66848483092697,85.10901900393235,637558800
2010-05-10,87.76870727539062,88.1389421042036,86.82422655366675,87.50424806158567,396159600
2010-05-11,87.51935577392578,88.67539915976862,86.8242194034997,86.94510992830527,317849800
2010-05-12,88.74340057373047,88.87185432472187,87.71580515371413,87.86692551821798,235607100
2010-05-13,87.64024353027344,88.91718316523712,87.56468623407518,88.50160938916842,234452500
2010-05-14,86.05349731445312,87.141540574515,85.28280384834319,86.98286855986446,345601400
2010-05-17,86.09883880615234,86.52952167722357,84.4516646078244,86.28773490337045,325739800
2010-05-18,84.92770385742188,87.0584520398844,84.64813550100227,86.8015502974294,360556800
2010-05-19,84.44412994384766,85.20726617995709,83.38631043317159,84.45168163871027,394742700
2010-05-20,81.25554656982422,83.03116874601291,81.20265589273438,82.64581909027191,530418300
2010-05-21,82.44181060791016,82.64581585021551,79.60836923635605,80.02394294337782,500909400
2010-05-24,81.3840103149414,82.65339257589845,81.30845301368316,81.99603194918143,269823000
2010-05-25,81.46710968017578,81.50489120599129,78.8678975025897,79.41947665037799,396505200
2010-05-26,80.97599029541016,82.71383696873895,80.73420348356593,81.96580992032281,349719300
2010-05-27,83.68855285644531,83.71877693254545,82.19249279508068,82.50228525161724,300870500
2010-05-28,82.6382827758789,83.65832074652721,82.24537558896165,83.59787260013186,297933500
2010-06-01,81.24799346923828,83.0765064205831,81.1271029571143,81.86757247608453,277909400
2010-06-02,83.3636474609375,83.37119915613,81.23289919212792,81.66358216886647,240243700
2010-06-03,83.65074920654297,83.91520259669284,82.796940899873,83.60541598670345,226618300
2010-06-04,80.7115478515625,82.60806683775105,80.43953693064888,82.06404499592381,398475600
2010-06-07,79.70658874511719,81.30842958768268,79.64614638031637,80.99863724773073,264609100
2010-06-08,80.5604248046875,80.71909686450654,79.07192235564132,79.76705874093977,357774300
2010-06-09,80.12974548339844,81.81469583638959,79.78972897010522,81.02888719644984,268023300
2010-06-10,82.4720458984375,82.57026980407818,80.12217773998154,81.49734124221106,317890600
2010-06-11,82.87252044677734,82.92541113901338,81.69381029714415,81.74670098938017,214128200
2010-06-14,82.74405670166016,83.96054815626641,82.66094194901113,83.50719286376192,207196100
2010-06-15,84.62545776367188,84.70101505517336,83.18228870799066,83.32585159709977,238268700
2010-06-16,84.59523010253906,84.9427982404109,84.02098433513486,84.18721382817172,216374000
2010-06-17,84.73125457763672,84.87481749292823,83.90767015016054,84.83703595796113,263185800
2010-06-18,84.82311248779297,85.12677959829628,84.54980745467691,84.8990292654188,174006600
2010-06-21,84.58016967773438,85.93909554513033,84.10947642055065,85.8783656023312,213140700
2010-06-22,83.18328094482422,84.9521702161065,83.0618152610016,84.58017395729634,239355400
2010-06-23,82.9251708984375,83.53251096141143,82.3557863313548,83.23643144989478,254639900
2010-06-24,81.55106353759766,82.62150945266907,81.33849419641244,82.51522478207647,268523600
2010-06-25,81.89266204833984,82.31020713135558,81.05756029815313,81.7939650458209,238726500
2010-06-28,81.63455200195312,82.23430436457126,81.33847252816525,82.01414166497129,169218600
2010-06-29,79.11405944824219,81.61935298926333,78.61300421528435,80.48817187228784,373649500
