group,pretrained,metric,mean,std
pre,True,total_return,0.32931279073088326,0.46497583874902193
pre,True,annualized_return,0.06216421046467834,0.09247706439964463
pre,True,sharpe,0.2761309996430195,0.4108449840952523
pre,True,max_drawdown,0.35398231130798796,0.08726735885309624
